Key,Values
0;Eight,Ace;Bid0,Bid0;JackFiveNineQueenTenSeven;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveNineQueenTenSix;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveNineQueenTenTwo;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveNineTenQueenSeven;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveNineTenQueenSix;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveNineTenQueenTwo;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveSevenQueenTenNine;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveSevenQueenTenSix;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveSevenQueenTenTwo;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveSevenTenQueenNine;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveSevenTenQueenSix;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveSevenTenQueenTwo;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveSixQueenTenNine;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveSixQueenTenSeven;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveSixQueenTenTwo;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveSixTenQueenNine;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveSixTenQueenSeven;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveSixTenQueenTwo;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveTwoQueenTenNine;1,0,1,0,0,1;2,1:0.5,0.5
0;Eight,Ace;Bid0,Bid0;JackFiveTwoQueenTenSeven;1,0,1,0,0,1;2,1:0.5,0.5
